taxonID,scientificName,Cabinet,subfamily,tribe,subgenus,author,taxonRank,genus,specificEpithet,infraspecificEpithet
PLACAZ,Platynus cazieri,16,Harpalinae,Platynini,Dyscolus,Liebherr and Will,species,Platynus,cazieri,
PLACIN,Platynus cincticollis,16,Harpalinae,Platynini,Batenus,Say,species,Platynus,cincticollis,
PLACOH,Platynus cohni,16,Harpalinae,Platynini,Trapezodera,Liebherr and Will,species,Platynus,cohni,
PLADAV,Platynus daviesi,16,Harpalinae,Platynini,Platynus,Bousquet,species,Platynus,daviesi,
PLADEC,Platynus decentis,16,Harpalinae,Platynini,Platynus,Say,species,Platynus,decentis,
PLAFAL,Platynus falli,16,Harpalinae,Platynini,Dyscolus,Darlington,species,Platynus,falli,
PLAHYP,Platynus hypolithos,16,Harpalinae,Platynini,Batenus,Say,species,Platynus,hypolithos,
PLAIND,Platynus indecentis,16,Harpalinae,Platynini,Platynus,Liebherr and Will,species,Platynus,indecentis,
PLALYR,Platynus lyratus,16,Harpalinae,Platynini,Dyscolus,Chaudoir,species,Platynus,lyratus,
PLAMAN,Platynus mannerheimii,16,Harpalinae,Platynini,Batenus,Dejean,species,Platynus,mannerheimii,
PLAMEG,Platynus megalops,16,Harpalinae,Platynini,Dyscolus,Bates,species,Platynus,megalops,
PLAOPA,Platynus opaculus,16,Harpalinae,Platynini,Platynus,LeConte,species,Platynus,opaculus,
PLAOVA,Platynus ovatulus,16,Harpalinae,Platynini,Glyptolenopsis,Bates,species,Platynus,ovatulus,
PLAOVI,Platynus ovipennis,16,Harpalinae,Platynini,Platynus,Mannerheim,species,Platynus,ovipennis,
PLAPAR,Platynus parmarginatus,16,Harpalinae,Platynini,Platynus,Hamilton,species,Platynus,parmarginatus,
PLAPEC,Platynus pecki,16,Harpalinae,Platynini,Microplatynus,Barr,species,Platynus,pecki,
PLAPRO,Platynus prognathus,16,Harpalinae,Platynini,Batenus,Van Dyke,species,Platynus,prognathus,
PLARUF,Platynus rufiventris,16,Harpalinae,Platynini,Dyscolus,Van Dyke,species,Platynus,rufiventris,
PLASP,Platynus (Platynus) sp.,16,Harpalinae,Platynini,Platynus,Bonelli,subgenus,Platynus,sp.,
PLASP1,Platynus (Batenus) sp.,16,Harpalinae,Platynini,Batenus,Motschulsky,subgenus,Platynus,sp.,
PLASP2,Platynus (Glyptolenopsis) sp.,16,Harpalinae,Platynini,Glyptolenopsis,Perrault,subgenus,Platynus,sp.,
PLASP3,Platynus (Trapezodera) sp.,16,Harpalinae,Platynini,Trapezodera,Casey,subgenus,Platynus,sp.,
PLASP4,Platynus (Dyscolus) sp.,16,Harpalinae,Platynini,Dyscolus,Dejean,subgenus,Platynus,sp.,
PLASP5,Platynus (Microplatynus) sp.,16,Harpalinae,Platynini,Microplatynus,Barr,subgenus,Platynus,sp.,
PLASP6,Platynus sp.,16,Harpalinae,Platynini,,Bonelli,genus,Platynus,sp.,
PLASP9,Platynini sp.,#N/A,Harpalinae,Platynini,,Bonelli,tribe,,sp.,
PLATEN,Platynus tenuicollis,16,Harpalinae,Platynini,Platynus,LeConte,species,Platynus,tenuicollis,
PLATRI,Platynus trifoveolatus,16,Harpalinae,Platynini,Platynus,Beutenmueller,species,Platynus,trifoveolatus,
PLAVAL,Platynus valens,16,Harpalinae,Platynini,,Bates,species,Platynus,valens,
RHAALB,Rhadine albamontana,16,Harpalinae,Platynini,,Dajoz,species,Rhadine,albamontana,
RHAANT,Rhadine anthicoides,16,Harpalinae,Platynini,,Casey,species,Rhadine,anthicoides,
RHAARA1,Rhadine araizai,16,Harpalinae,Platynini,,Bolívar y Pieltain,species,Rhadine,araizai,
RHAAUS,Rhadine austinica,16,Harpalinae,Platynini,,Barr,species,Rhadine,austinica,
RHABAB,Rhadine babcocki,16,Harpalinae,Platynini,,Barr,species,Rhadine,babcocki,
RHABAL,Rhadine balesi,16,Harpalinae,Platynini,,Gray,species,Rhadine,balesi,
RHABUL,Rhadine bullis,16,Harpalinae,Platynini,,Reddell and Cokendolpher,species,Rhadine,bullis,
RHACAU,Rhadine caudata,16,Harpalinae,Platynini,,LeConte,species,Rhadine,caudata,
RHACON,Rhadine constricta,16,Harpalinae,Platynini,,Casey,species,Rhadine,constricta,
RHADIS,Rhadine dissecta,16,Harpalinae,Platynini,,LeConte,species,Rhadine,dissecta,
RHAEXI,Rhadine exilis,16,Harpalinae,Platynini,,Barr and Lawrence,species,Rhadine,exilis,
RHAGRU,Rhadine grubbsi,16,Harpalinae,Platynini,,Reddell and Duperre,species,Rhadine,grubbsi,
RHAHOW,Rhadine howdeni,16,Harpalinae,Platynini,,Barr and Lawrence,species,Rhadine,howdeni,
RHAINF,Rhadine infernalis,16,Harpalinae,Platynini,,Barr and Lawrence,species,Rhadine,infernalis,
RHAINF1,Rhadine infernalis ewersi,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,infernalis,ewersi
RHAINF2,Rhadine infernalis infernalis,16,Harpalinae,Platynini,,Barr and Lawrence,subspecies,Rhadine,infernalis,infernalis
RHAINS,Rhadine insolita,16,Harpalinae,Platynini,,Barr,species,Rhadine,insolita,
RHAIVY,Rhadine ivyi,16,Harpalinae,Platynini,,Reddell and Cokendolpher,species,Rhadine,ivyi,
RHAJEJ,Rhadine jejuna,16,Harpalinae,Platynini,,LeConte,species,Rhadine,jejuna,
RHAKOE,Rhadine koepkei,16,Harpalinae,Platynini,,Barr,species,Rhadine,koepkei,
RHAKOE1,Rhadine koepkei koepkei,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,koepkei,koepkei
RHAKOE2,Rhadine koepkei privata,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,koepkei,privata
RHALAN,Rhadine lanei,16,Harpalinae,Platynini,,Gray,species,Rhadine,lanei,
RHALAR,Rhadine larvalis,16,Harpalinae,Platynini,,LeConte,species,Rhadine,larvalis,
RHALIN,Rhadine lindrothi,16,Harpalinae,Platynini,,Barr,species,Rhadine,lindrothi,
RHALON1,Rhadine longiceps,16,Harpalinae,Platynini,,Van Dyke,species,Rhadine,longiceps,
RHALON2,Rhadine longicollis,16,Harpalinae,Platynini,,Benedict,species,Rhadine,longicollis,
RHALON3,Rhadine longipes,16,Harpalinae,Platynini,,Casey,species,Rhadine,longipes,
RHAMYR,Rhadine myrmecodes,16,Harpalinae,Platynini,,Horn,species,Rhadine,myrmecodes,
RHANIV,Rhadine nivalis,16,Harpalinae,Platynini,,Horn,species,Rhadine,nivalis,
RHANOC,Rhadine noctivaga,16,Harpalinae,Platynini,,Barr,species,Rhadine,noctivaga,
RHAOZA,Rhadine ozarkensis,16,Harpalinae,Platynini,,Sanderson and Miller,species,Rhadine,ozarkensis,
RHAPER1,Rhadine perlevis,16,Harpalinae,Platynini,,Casey,species,Rhadine,perlevis,
RHAPER2,Rhadine persephone,16,Harpalinae,Platynini,,Barr,species,Rhadine,persephone,
RHAPER3,Rhadine pertenuis,16,Harpalinae,Platynini,,Casey,species,Rhadine,pertenuis,
RHAREY,Rhadine reyesi,16,Harpalinae,Platynini,,Reddell and Cokendolpher,species,Rhadine,reyesi,
RHAROS,Rhadine rossi,16,Harpalinae,Platynini,,Van Dyke,species,Rhadine,rossi,
RHARUB,Rhadine rubra,16,Harpalinae,Platynini,,Barr,species,Rhadine,rubra,
RHARUS,Rhadine russelli,16,Harpalinae,Platynini,,Barr,species,Rhadine,russelli,
RHASP,Rhadine sp.,16,Harpalinae,Platynini,,LeConte,genus,Rhadine,sp.,
RHASPE1,Rhadine specum crinicollis,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,specum,crinicollis
RHASPE2,Rhadine specum gentilis,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,specum,gentilis
RHASPE3,Rhadine specum specum,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,specum,specum
RHASPE6,Rhadine specum,16,Harpalinae,Platynini,,Barr,species,Rhadine,specum,
RHASPR,Rhadine sprousei,16,Harpalinae,Platynini,,Reddell and Cokendolpher,species,Rhadine,sprousei,
RHASUB,Rhadine subterranea,16,Harpalinae,Platynini,,Van Dyke,species,Rhadine,subterranea,
RHASUB1,Rhadine sublustris,16,Harpalinae,Platynini,,Casey,species,Rhadine,sublustris,
RHASUB2,Rhadine subterranea mitchelli,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,subterranea,mitchelli
RHASUB3,Rhadine subterranea subterranea,16,Harpalinae,Platynini,,Van Dyke,subspecies,Rhadine,subterranea,subterranea
RHATEN1,Rhadine tenebrosa mckenziei,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,tenebrosa,mckenziei
RHATEN2,Rhadine tenebrosa tenebrosa,16,Harpalinae,Platynini,,Barr,subspecies,Rhadine,tenebrosa,tenebrosa
RHATEN3,Rhadine tenebrosa,16,Harpalinae,Platynini,,Barr,species,Rhadine,tenebrosa,
RHATES,Rhadine testacea,16,Harpalinae,Platynini,,Casey,species,Rhadine,testacea,
RHAUMB,Rhadine umbra,16,Harpalinae,Platynini,,Casey,species,Rhadine,umbra,
SERBEM,Sericoda bembidioides,16,Harpalinae,Platynini,,Kirby,species,Sericoda,bembidioides,
SERBOG,Sericoda bogemannii,16,Harpalinae,Platynini,,Gyllenhal,species,Sericoda,bogemannii,
SEROBS,Sericoda obsoleta,16,Harpalinae,Platynini,,Say,species,Sericoda,obsoleta,
SERQUA,Sericoda quadripunctata,16,Harpalinae,Platynini,,DeGeer,species,Sericoda,quadripunctata,
SERSP1,Sericoda sp.,16,Harpalinae,Platynini,,Kirby,genus,Sericoda,sp.,
TANCUY,Tanystoma cuyama,16,Harpalinae,Platynini,,Liebherr,species,Tanystoma,cuyama,
TANMAC,Tanystoma maculicolle,16,Harpalinae,Platynini,,Dejean,species,Tanystoma,maculicolle,
TANSP,Tanystoma sp.,16,Harpalinae,Platynini,,Motschulsky,genus,Tanystoma,sp.,
TANSTR,Tanystoma striatum,16,Harpalinae,Platynini,,Dejean,species,Tanystoma,striatum,
TANSUL,Tanystoma sulcatum,16,Harpalinae,Platynini,,Dejean,species,Tanystoma,sulcatum,
TETPIC,Tetraleucus picticornis,16,Harpalinae,Platynini,,Newman,species,Tetraleucus,picticornis,
TETSP3,Tetraleucus sp.,16,Harpalinae,Platynini,,Casey,genus,Tetraleucus,sp.,
PSEALL,Pseudomorpha alleni,16,Harpalinae,Pseudomorphini,Pseudomorpha,Van Dyke,species,Pseudomorpha,alleni,
PSEALU,Pseudomorpha alutacea,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,alutacea,
PSEARR,Pseudomorpha arrowi,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,arrowi,
PSEAUG,Pseudomorpha augustata,16,Harpalinae,Pseudomorphini,Pseudomorpha,Horn,species,Pseudomorpha,augustata,
PSEBEH,Pseudomorpha behrensi,16,Harpalinae,Pseudomorphini,Pseudomorpha,Horn,species,Pseudomorpha,behrensi,
PSECAR,Pseudomorpha caribbeana,16,Harpalinae,Pseudomorphini,Pseudomorpha,Darlington,species,Pseudomorpha,caribbeana,
PSECAS,Pseudomorpha castanea,16,Harpalinae,Pseudomorphini,Pseudomorpha,Casey,species,Pseudomorpha,castanea,
PSECHA,Pseudomorpha champlaini,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,champlaini,
PSECON2,Pseudomorpha consanguinea,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,consanguinea,
PSECRO,Pseudomorpha cronkhitei,16,Harpalinae,Pseudomorphini,Pseudomorpha,Horn,species,Pseudomorpha,cronkhitei,
PSECYL,Pseudomorpha cylindrica,16,Harpalinae,Pseudomorphini,Pseudomorpha,Casey,species,Pseudomorpha,cylindrica,
PSEEXC,Pseudomorpha excrucians,16,Harpalinae,Pseudomorphini,Pseudomorpha,Kirby,species,Pseudomorpha,excrucians,
PSEFAL,Pseudomorpha falli,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,falli,
PSEHUB3,Pseudomorpha hubbardi,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,hubbardi,
PSEPAR4,Pseudomorpha parallela,16,Harpalinae,Pseudomorphini,Pseudomorpha,Van Dyke,species,Pseudomorpha,parallela,
PSEPEN,Pseudomorpha peninsularis,16,Harpalinae,Pseudomorphini,Pseudomorpha,Van Dyke,species,Pseudomorpha,peninsularis,
PSEPIL1,Pseudomorpha pilatei,16,Harpalinae,Pseudomorphini,Pseudomorpha,Chaudoir,species,Pseudomorpha,pilatei,
PSESCH2,Pseudomorpha schwarzi,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,schwarzi,
PSESP2,Pseudomorpha (Pseudomorpha) sp.,16,Harpalinae,Pseudomorphini,Pseudomorpha,Kirby,subgenus,Pseudomorpha,sp.,
PSESP7,Pseudomorpha sp.,16,Harpalinae,Pseudomorphini,,Kirby,genus,Pseudomorpha,sp.,
PSESP8,Pseudomorphini sp.,#N/A,Harpalinae,Pseudomorphini,,Hope,tribe,,sp.,
PSETEN5,Pseudomorpha tenebroides,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,tenebroides,
PSEVAN2,Pseudomorpha vandykei,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,vandykei,
PSEVIC2,Pseudomorpha vicina,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,vicina,
PSEVIN,Pseudomorpha vindicata,16,Harpalinae,Pseudomorphini,Pseudomorpha,Notman,species,Pseudomorpha,vindicata,
ABAPAR,Abax parallelepipedus,7,Harpalinae,Pterostichini,Abax,Piller and Mitterpacher,species,Abax,parallelepipedus,
ABASP,Abax (Abax) sp.,7,Harpalinae,Pterostichini,Abax,Bonelli,subgenus,Abax,sp.,
ABASP1,Abaris (Abaridius) sp.,7,Harpalinae,Pterostichini,Abaridius,Chaudoir,subgenus,Abaris,sp.,
ABASP2,Abax sp.,7,Harpalinae,Pterostichini,,Bonelli,genus,Abax,sp.,
ABASP3,Abaris sp.,7,Harpalinae,Pterostichini,,Dejean,genus,Abaris,sp.,
ABASPL,Abaris splendidula,7,Harpalinae,Pterostichini,Abaridius,LeConte,species,Abaris,splendidula,
CYCALA1,Cyclotrachelus alabamae,"7,8",Harpalinae,Pterostichini,Evarthrus,Van Dyke,species,Cyclotrachelus,alabamae,
CYCALA2,Cyclotrachelus alabamensis,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Casey,species,Cyclotrachelus,alabamensis,
CYCALT,Cyclotrachelus alternans,"7,8",Harpalinae,Pterostichini,Evarthrus,Casey,species,Cyclotrachelus,alternans,
CYCAPP,Cyclotrachelus approximatus,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,LeConte,species,Cyclotrachelus,approximatus,
CYCBLA,Cyclotrachelus blatchleyi,"7,8",Harpalinae,Pterostichini,Evarthrus,Casey,species,Cyclotrachelus,blatchleyi,
CYCBRE,Cyclotrachelus brevoorti,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,LeConte,species,Cyclotrachelus,brevoorti,
CYCCON1,Cyclotrachelus constrictus,"7,8",Harpalinae,Pterostichini,Evarthrus,Say,species,Cyclotrachelus,constrictus,
CYCCON2,Cyclotrachelus convivus,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,convivus,
CYCDEC,Cyclotrachelus deceptus,"7,8",Harpalinae,Pterostichini,Evarthrus,Casey,species,Cyclotrachelus,deceptus,
CYCDEJ,Cyclotrachelus dejeanellus,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Csiki,species,Cyclotrachelus,dejeanellus,
CYCENG,Cyclotrachelus engelmani,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,engelmani,
CYCFAB,Cyclotrachelus faber,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Germar,species,Cyclotrachelus,faber,
CYCFLO,Cyclotrachelus floridensis,"7,8",Harpalinae,Pterostichini,Evarthrus,Freitag,species,Cyclotrachelus,floridensis,
CYCFRE,Cyclotrachelus freitagi,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Bousquet,species,Cyclotrachelus,freitagi,
CYCFUC,Cyclotrachelus fucatus,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Freitag,species,Cyclotrachelus,fucatus,
CYCFUR,Cyclotrachelus furtivus,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,furtivus,
CYCGIG,Cyclotrachelus gigas,"7,8",Harpalinae,Pterostichini,Evarthrus,Casey,species,Cyclotrachelus,gigas,
CYCGRA1,Cyclotrachelus gravesi,"7,8",Harpalinae,Pterostichini,Evarthrus,Freitag,species,Cyclotrachelus,gravesi,
CYCGRA2,Cyclotrachelus gravidus,"7,8",Harpalinae,Pterostichini,Evarthrus,Haldeman,species,Cyclotrachelus,gravidus,
CYCHER1,Cyclotrachelus hernandensis,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Van Dyke,species,Cyclotrachelus,hernandensis,
CYCHER2,Cyclotrachelus heros,"7,8",Harpalinae,Pterostichini,Evarthrus,Say,species,Cyclotrachelus,heros,
CYCHYP,Cyclotrachelus hypherpiformis,"7,8",Harpalinae,Pterostichini,Evarthrus,Freitag,species,Cyclotrachelus,hypherpiformis,
CYCINC,Cyclotrachelus incisus,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,incisus,
CYCIOW,Cyclotrachelus iowensis,"7,8",Harpalinae,Pterostichini,Evarthrus,Freitag,species,Cyclotrachelus,iowensis,
CYCIUV,Cyclotrachelus iuvenis,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Freitag,species,Cyclotrachelus,iuvenis,
CYCLAE,Cyclotrachelus laevipennis,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,LeConte,species,Cyclotrachelus,laevipennis,
CYCLEV,Cyclotrachelus levifaber,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Freitag,species,Cyclotrachelus,levifaber,
CYCLOD,Cyclotrachelus lodingi,"7,8",Harpalinae,Pterostichini,Evarthrus,Van Dyke,species,Cyclotrachelus,lodingi,
CYCMAC,Cyclotrachelus macrovulum,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Freitag,species,Cyclotrachelus,macrovulum,
CYCNON,Cyclotrachelus nonnitens,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,nonnitens,
CYCOVU,Cyclotrachelus ovulum,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Chaudoir,species,Cyclotrachelus,ovulum,
CYCPAR1,Cyclotrachelus parafaber,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Freitag,species,Cyclotrachelus,parafaber,
CYCPAR2,Cyclotrachelus parasodalis,"7,8",Harpalinae,Pterostichini,Evarthrus,Freitag,species,Cyclotrachelus,parasodalis,
CYCSAL,Cyclotrachelus sallei,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,sallei,
CYCSEX,Cyclotrachelus seximpressus,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,seximpressus,
CYCSIG,Cyclotrachelus sigillatus,"7,8",Harpalinae,Pterostichini,Evarthrus,Say,species,Cyclotrachelus,sigillatus,
CYCSIN,Cyclotrachelus sinus,"7,8",Harpalinae,Pterostichini,Evarthrus,Freitag,species,Cyclotrachelus,sinus,
CYCSOD1,Cyclotrachelus sodalis colossus,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,subspecies,Cyclotrachelus,sodalis,colossus
CYCSOD2,Cyclotrachelus sodalis sodalis,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,subspecies,Cyclotrachelus,sodalis,sodalis
CYCSOD3,Cyclotrachelus sodalis,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,sodalis,
CYCSP,Cyclotrachelus (Cyclotrachelus) sp.,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Chaudoir,subgenus,Cyclotrachelus,sp.,
CYCSP1,Cyclotrachelus (Evarthrus) sp.,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,subgenus,Cyclotrachelus,sp.,
CYCSP3,Cyclotrachelus sp.,"7,8",Harpalinae,Pterostichini,,Chaudoir,genus,Cyclotrachelus,sp.,
CYCSPO,Cyclotrachelus spoliatus,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Newman,species,Cyclotrachelus,spoliatus,
CYCSUB,Cyclotrachelus substriatus,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,substriatus,
CYCTEX,Cyclotrachelus texensis,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Freitag,species,Cyclotrachelus,texensis,
CYCTOR,Cyclotrachelus torvus,"7,8",Harpalinae,Pterostichini,Evarthrus,LeConte,species,Cyclotrachelus,torvus,
CYCUNI,Cyclotrachelus unicolor,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,Say,species,Cyclotrachelus,unicolor,
CYCVIN,Cyclotrachelus vinctus,"7,8",Harpalinae,Pterostichini,Cyclotrachelus,LeConte,species,Cyclotrachelus,vinctus,
CYCWHI,Cyclotrachelus whitcombi,"7,8",Harpalinae,Pterostichini,Evarthrus,Freitag,species,Cyclotrachelus,whitcombi,
GASBLA,Gastrellarius blanchardi,8,Harpalinae,Pterostichini,,Horn,species,Gastrellarius,blanchardi,
GASHON,Gastrellarius honestus,8,Harpalinae,Pterostichini,,Say,species,Gastrellarius,honestus,
GASSP,Gastrellarius sp.,8,Harpalinae,Pterostichini,,Casey,genus,Gastrellarius,sp.,
GASUNI,Gastrellarius unicarum,8,Harpalinae,Pterostichini,,Darlington,species,Gastrellarius,unicarum,
HYBFLO,Hybothecus flohri,8,Harpalinae,Pterostichini,,Bates,species,Hybothecus,flohri,
HYBSP,Hybothecus sp.,8,Harpalinae,Pterostichini,,Chaudoir,genus,Hybothecus,sp.,
LOPGRA,Lophoglossus gravis,8,Harpalinae,Pterostichini,,LeConte,species,Lophoglossus,gravis,
LOPHAL,Lophoglossus haldemanni,8,Harpalinae,Pterostichini,,LeConte,species,Lophoglossus,haldemanni,
LOPSCR,Lophoglossus scrutator,8,Harpalinae,Pterostichini,,LeConte,species,Lophoglossus,scrutator,
LOPSP,Lophoglossus sp.,8,Harpalinae,Pterostichini,,LeConte,genus,Lophoglossus,sp.,
LOPSUB,Lophoglossus substrenuus,8,Harpalinae,Pterostichini,,Csiki,species,Lophoglossus,substrenuus,
LOPTAR,Lophoglossus tartaricus,8,Harpalinae,Pterostichini,,Say,species,Lophoglossus,tartaricus,
LOPVER,Lophoglossus vernix,8,Harpalinae,Pterostichini,,Casey,species,Lophoglossus,vernix,
MYACOR,Myas coracinus,8,Harpalinae,Pterostichini,Trigonognatha,Say,species,Myas,coracinus,
MYACYA,Myas cyanescens,8,Harpalinae,Pterostichini,Trigonognatha,Dejean,species,Myas,cyanescens,
MYASP,Myas (Trigonognatha) sp.,8,Harpalinae,Pterostichini,Trigonognatha,Motschulsky,subgenus,Myas,sp.,
MYASP1,Myas sp.,8,Harpalinae,Pterostichini,,Sturm,genus,Myas,sp.,
PIESP,Piesmus sp.,8,Harpalinae,Pterostichini,,LeConte,genus,Piesmus,sp.,
PIESUB,Piesmus submarginatus,8,Harpalinae,Pterostichini,,Say,species,Piesmus,submarginatus,
POECHA,Poecilus chalcites,8,Harpalinae,Pterostichini,Poecilus,Say,species,Poecilus,chalcites,
POECOL,Poecilus coloradensis,8,Harpalinae,Pterostichini,Poecilus,Csiki,species,Poecilus,coloradensis,
POECOR,Poecilus corvus,8,Harpalinae,Pterostichini,Poecilus,LeConte,species,Poecilus,corvus,
POECUR,Poecilus cursitor,8,Harpalinae,Pterostichini,Poecilus,LeConte,species,Poecilus,cursitor,
POECYA,Poecilus cyanicolor,8,Harpalinae,Pterostichini,Poecilus,Chaudoir,species,Poecilus,cyanicolor,
POEDIP,Poecilus diplophryus,8,Harpalinae,Pterostichini,Poecilus,Chaudoir,species,Poecilus,diplophryus,
POELAE,Poecilus laetulus,8,Harpalinae,Pterostichini,Poecilus,LeConte,species,Poecilus,laetulus,
POELUC,Poecilus lucublandus,8,Harpalinae,Pterostichini,Poecilus,Say,species,Poecilus,lucublandus,
POEMEX,Poecilus mexicanus,8,Harpalinae,Pterostichini,Poecilus,Chaudoir,species,Poecilus,mexicanus,
POENEA,Poecilus nearcticus,8,Harpalinae,Pterostichini,Derus,Lindroth,species,Poecilus,nearcticus,
POEOCC,Poecilus occidentalis,8,Harpalinae,Pterostichini,Poecilus,Dejean,species,Poecilus,occidentalis,
POESCI,Poecilus scitulus,8,Harpalinae,Pterostichini,Poecilus,LeConte,species,Poecilus,scitulus,
POESP,Poecilus (Poecilus) sp.,8,Harpalinae,Pterostichini,Poecilus,Bonelli,subgenus,Poecilus,sp.,
POESP1,Poecilus (Derus) sp.,8,Harpalinae,Pterostichini,Derus,Motschulsky,subgenus,Poecilus,sp.,
POESP2,Poecilus sp.,8,Harpalinae,Pterostichini,,Bonelli,genus,Poecilus,sp.,
POETEX,Poecilus texanus,8,Harpalinae,Pterostichini,Poecilus,LeConte,species,Poecilus,texanus,
PSEMEX,Pseudabarys mexicanus,#N/A,Harpalinae,Pterostichini,,Chaudoir,species,Pseudabarys,mexicanus,
PSESP4,Pseudabarys sp.,#N/A,Harpalinae,Pterostichini,,Chaudoir,genus,Pseudabarys,sp.,
PTEACU,Pterostichus acutipes,"8,9,10",Harpalinae,Pterostichini,Cylindrocharis,Barr,species,Pterostichus,acutipes,
PTEACU1,Pterostichus acutipes acutipes,"8,9,10",Harpalinae,Pterostichini,Cylindrocharis,Barr,subspecies,Pterostichus,acutipes,acutipes
PTEACU2,Pterostichus acutipes kentuckensis,"8,9,10",Harpalinae,Pterostichini,Cylindrocharis,Barr,subspecies,Pterostichus,acutipes,kentuckensis
PTEADO,Pterostichus adoxus,"8,9,10",Harpalinae,Pterostichini,Hypherpes,Say,species,Pterostichus,adoxus,
PTEADS,Pterostichus adstrictus,"8,9,10",Harpalinae,Pterostichini,Bothriopterus,Eschscholtz,species,Pterostichus,adstrictus,
PTEAGO,Pterostichus agonus,"8,9,10",Harpalinae,Pterostichini,Lenapterus,Horn,species,Pterostichus,agonus,
PTEALG,Pterostichus algidus,"8,9,10",Harpalinae,Pterostichini,Hypherpes,LeConte,species,Pterostichus,algidus,
PTEAMA,Pterostichus amadeus,"8,9,10",Harpalinae,Pterostichini,Pseudoferonina,Bousquet,species,Pterostichus,amadeus,
PTEAME,Pterostichus amethystinus,"8,9,10",Harpalinae,Pterostichini,Hypherpes,Mannerheim,species,Pterostichus,amethystinus,
PTEAMP,Pterostichus ampliatus,"8,9,10",Harpalinae,Pterostichini,,Bates,species,Pterostichus,ampliatus,
PTEANG,Pterostichus angustus,"8,9,10",Harpalinae,Pterostichini,Leptoferonia,Dejean,species,Pterostichus,angustus,
PTEANN,Pterostichus annosus,"8,9,10",Harpalinae,Pterostichini,Hypherpes,Casey,species,Pterostichus,annosus,
PTEANO,Pterostichus anomalus,"8,9,10",Harpalinae,Pterostichini,,Chaudoir,species,Pterostichus,anomalus,
PTEARC1,Pterostichus arcanus,"8,9,10",Harpalinae,Pterostichini,Hypherpes,Casey,species,Pterostichus,arcanus,
PTEARC2,Pterostichus arcticola,"8,9,10",Harpalinae,Pterostichini,Criobius,Chaudoir,species,Pterostichus,arcticola,
PTEATR,Pterostichus atratus,"8,9,10",Harpalinae,Pterostichini,Abacidus,Newman,species,Pterostichus,atratus,
